No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
550,tltl2001.ＳＦＭ車種タイプ,ＳＦＭ車種タイプ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＳＦＭ車種タイプ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＳＦＭ車種タイプ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＳＦＭ車種タイプに関する項目
551,tltl2001.ＳＦＭ納引有無フラグ,ＳＦＭ納引有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＳＦＭ納引有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＳＦＭ納引有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＳＦＭ納引有無フラグを表す区分/フラグ情報
552,tltl2001.ＳＦＭ訪問点検有無フラグ,ＳＦＭ訪問点検有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＳＦＭ訪問点検有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＳＦＭ訪問点検有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＳＦＭ訪問点検有無フラグを表す区分/フラグ情報
553,tltl2001.ＳＦＭ訪問点検サイクル,ＳＦＭ訪問点検サイクル,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＳＦＭ訪問点検サイクル）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＳＦＭ訪問点検サイクル」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＳＦＭ訪問点検サイクルに関する項目
554,tltl2001.ＳＦＭ車種クラス,ＳＦＭ車種クラス,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＳＦＭ車種クラス）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＳＦＭ車種クラス」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＳＦＭ車種クラスに関する項目
555,tltl2001.ＳＦＭ走行距離クラス,ＳＦＭ走行距離クラス,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＳＦＭ走行距離クラス）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＳＦＭ走行距離クラス」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＳＦＭ走行距離クラスに関する項目
556,tltl2001.車検有無フラグ,車検有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検有無フラグを表す区分/フラグ情報
557,tltl2001.車検回数,車検回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検回数に関する項目
558,tltl2001.車検定価,車検定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検定価に関する金額・税・率などの数値情報
559,tltl2001.車検原価,車検原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検原価に関する金額・税・率などの数値情報
560,tltl2001.車検変更有無フラグ,車検変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検変更有無フラグを表す区分/フラグ情報
561,tltl2001.車検付帯定価,車検付帯定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検付帯定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検付帯定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検付帯定価に関する金額・税・率などの数値情報
562,tltl2001.車検付帯原価,車検付帯原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検付帯原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検付帯原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検付帯原価に関する金額・税・率などの数値情報
563,tltl2001.車検付帯変更有無フラグ,車検付帯変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検付帯変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検付帯変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検付帯変更有無フラグを表す区分/フラグ情報
564,tltl2001.法点有無フラグ,法点有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点有無フラグを表す区分/フラグ情報
565,tltl2001.法点サイクル,法点サイクル,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点サイクル）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点サイクル」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点サイクルに関する項目
566,tltl2001.法点回数,法点回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点回数に関する項目
567,tltl2001.法点定価,法点定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点定価に関する金額・税・率などの数値情報
568,tltl2001.法点原価,法点原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点原価に関する金額・税・率などの数値情報
569,tltl2001.法点変更有無フラグ,法点変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点変更有無フラグを表す区分/フラグ情報
570,tltl2001.法点付帯定価,法点付帯定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点付帯定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点付帯定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点付帯定価に関する金額・税・率などの数値情報
571,tltl2001.法点付帯原価,法点付帯原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点付帯原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点付帯原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点付帯原価に関する金額・税・率などの数値情報
572,tltl2001.法点付帯変更有無フラグ,法点付帯変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.法点付帯変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.法点付帯変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,法点付帯変更有無フラグを表す区分/フラグ情報
573,tltl2001.プロケア１０有無フラグ,プロケア１０有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.プロケア１０有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.プロケア１０有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,プロケア１０有無フラグを表す区分/フラグ情報
574,tltl2001.プロケア１０回数,プロケア１０回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.プロケア１０回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.プロケア１０回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,プロケア１０回数に関する項目
575,tltl2001.プロケア１０定価,プロケア１０定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.プロケア１０定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.プロケア１０定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,プロケア１０定価に関する金額・税・率などの数値情報
576,tltl2001.プロケア１０原価,プロケア１０原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.プロケア１０原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.プロケア１０原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,プロケア１０原価に関する金額・税・率などの数値情報
